집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-07-26,100.0,77.91666666666667,93.20833333333331,20173403,슈퍼배드 3,1210810000,195774,810,2922
2017-07-27,25.37946,82.86118980169971,87.96033994334276,20173403,슈퍼배드 3,1212403800,175856,812,3129
2017-07-28,32.69392,87.46958637469588,88.78345498783455,20173403,슈퍼배드 3,1489680208,195260,875,3416
2017-07-29,41.518390000000004,87.15670436187399,88.10985460420035,20173403,슈퍼배드 3,2649074712,340504,1029,4087
2017-07-30,50.57055,86.38968481375359,87.44985673352434,20173403,슈퍼배드 3,2491186000,317075,1057,4243
2017-07-31,28.30675,87.53799392097264,86.58054711246203,20173403,슈퍼배드 3,1844542100,264090,950,4021
2017-08-01,21.0208,86.1629881154499,86.99490662139219,20173403,슈퍼배드 3,1687174300,242820,997,4159
2017-08-02,20.13393,86.15107913669064,87.21223021582733,20173403,슈퍼배드 3,1307515600,189977,844,2986
2017-08-03,19.42233,85.99585062240665,85.68464730290455,20173403,슈퍼배드 3,1087898100,158155,859,2955
2017-08-04,14.58567,89.25373134328358,87.64179104477611,20173403,슈퍼배드 3,1094030795,143904,884,3012
2017-08-05,14.467070000000001,87.33766233766234,86.88311688311687,20173403,슈퍼배드 3,1590623404,203999,914,3101
2017-08-06,14.651520000000001,84.30851063829788,83.61702127659575,20173403,슈퍼배드 3,1468188900,187543,880,2928
2017-08-07,11.22985,87.16216216216215,85.60810810810808,20173403,슈퍼배드 3,522214300,75133,785,2667
2017-08-08,9.30311,87.27598566308242,87.20430107526882,20173403,슈퍼배드 3,518162600,75391,783,2621
2017-08-09,8.05095,84.50704225352112,84.08450704225353,20173403,슈퍼배드 3,317278500,46902,567,1403
2017-08-10,9.934439999999999,83.98268398268398,86.83982683982686,20173403,슈퍼배드 3,272240800,40250,516,1070
2017-08-11,7.57753,86.87150837988827,86.08938547486035,20173403,슈퍼배드 3,279458300,38090,531,1049
2017-08-12,7.71939,89.3103448275862,87.24137931034483,20173403,슈퍼배드 3,529598000,69613,525,1084
2017-08-13,8.97353,87.5,86.43939393939394,20173403,슈퍼배드 3,511903700,66581,532,1060
2017-08-14,9.39419,85.24096385542171,85.5421686746988,20173403,슈퍼배드 3,275970400,40123,505,999
2017-08-15,9.54195,84.67153284671532,87.66423357664235,20173403,슈퍼배드 3,484343100,65587,431,715
2017-08-16,5.12857,85.88235294117645,88.11764705882355,20173403,슈퍼배드 3,119794200,18071,398,624
2017-08-17,5.00178,88.98305084745762,87.79661016949152,20173403,슈퍼배드 3,109491900,17107,346,467
2017-08-18,4.37832,86.03603603603605,86.03603603603605,20173403,슈퍼배드 3,118606800,17362,357,485
2017-08-19,5.12333,92.69662921348316,89.2134831460674,20173403,슈퍼배드 3,237323200,31759,376,579
2017-08-20,6.37779,88.09523809523809,86.66666666666666,20173403,슈퍼배드 3,254631900,33539,370,570
2017-08-21,3.9665,88.23529411764706,89.41176470588232,20173403,슈퍼배드 3,58266500,8570,298,426
2017-08-22,3.34599,83.33333333333334,87.03703703703705,20173403,슈퍼배드 3,60340100,9111,308,424
2017-08-23,3.76698,90.74074074074076,88.88888888888891,20173403,슈퍼배드 3,32507900,4930,218,261
2017-08-24,2.70287,88.98305084745762,85.08474576271186,20173403,슈퍼배드 3,24360500,3772,154,176
2017-08-25,2.44699,85.83333333333333,87.16666666666669,20173403,슈퍼배드 3,19157800,2591,146,176
2017-08-26,3.03606,84.45945945945947,86.48648648648651,20173403,슈퍼배드 3,100601900,13178,222,295
